# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	0.9404719	3.0263266e-08	3.8782755e-10	0.309	0	0
0	0.94103116	1.3885498e-08	-6.1035155e-10	0.31000003	0	0
0	0.9415871	5.340576e-09	2.384186e-10	0.311	0	0
0	0.9421398	-2.1870932e-09	3.6875408e-10	0.31200004	0	0
0	0.9426892	-2.746582e-09	3.8146972e-10	0.31299996	0	0
0	0.94323564	-3.0517577e-10	7.8201295e-10	0.314	0	0
0	0.9437781	-4.1707358e-09	8.138021e-10	0.31499997	0	0
0	0.9443177	-5.1879883e-09	2.9563904e-10	0.316	0	0
0	0.944855	-1.2969971e-08	2.8292338e-10	0.317	0	0
0	0.9453873	-7.2224933e-09	5.4359434e-10	0.318	0	0
0	0.94591737	-5.1879883e-09	1.0903677e-09	0.31900004	0	0
0	0.94644415	-6.1035155e-09	-5.2134197e-10	0.32	0	0
0	0.9469677	-5.4423013e-09	1.5894572e-10	0.321	0	0
0	0.94748825	-1.7293295e-09	-1.4940897e-10	0.32199997	0	0
0	0.9480059	-6.2052408e-09	8.869171e-10	0.32299998	0	0
0	0.9485199	-5.493164e-09	-1.3701121e-09	0.324	0	0
0	0.9490312	-6.612142e-09	-8.074443e-10	0.325	0	0
0	0.9495388	-8.138021e-09	9.886424e-10	0.32600003	0	0
0	0.95004386	-1.5258789e-09	2.9563904e-10	0.327	0	0
0	0.9505456	-2.0345052e-09	6.039937e-11	0.32800004	0	0
0	0.95104414	-7.425944e-09	8.074443e-10	0.329	0	0
0	0.95154	-6.2561036e-09	-2.638499e-10	0.33	0	0
0	0.9520327	-9.396871e-09	1.2079875e-09	0.33099997	0	0
0	0.9525224	-6.4086914e-09	-2.924601e-10	0.332	0	0
0	0.9530088	-5.79834e-09	-1.4750163e-09	0.333	0	0
0	0.9534923	-7.781982e-09	6.6757204e-11	0.334	0	0
0	0.95397294	-1.7293295e-09	-1.2588501e-09	0.33500004	0	0
0	0.95445055	-8.3414715e-09	7.629394e-11	0.336	0	0
0	0.954925	-6.5104167e-09	1.5894572e-11	0.337	0	0
0	0.9553968	-1.11389165e-08	2.5431315e-11	0.338	0	0
0	0.9558652	-1.1342366e-08	-4.1643777e-10	0.339	0	0
0	0.95633155	-4.526774e-09	1.2016297e-09	0.33999997	0	0
0	0.95679384	-8.49406e-09	5.880992e-10	0.341	0	0
0	0.95725375	-7.3242186e-09	3.9100648e-10	0.342	0	0
0	0.9577106	-8.951823e-09	5.531311e-10	0.34300002	0	0
0	0.9581646	-8.290609e-09	3.4332276e-10	0.344	0	0
0	0.95861584	-9.714762e-09	-7.311503e-11	0.34500003	0	0
0	0.9590642	-5.0354005e-09	-2.5431315e-11	0.346	0	0
