# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	0.998405	1.7865499e-09	4.4504803e-11	0.204	0	0
0	0.9984076	-6.818771e-10	-1.3033549e-10	0.20500001	0	0
0	0.99841	-7.1207684e-10	4.418691e-10	0.20599997	0	0
0	0.9984125	-1.0697047e-09	1.2906393e-09	0.20699999	0	0
0	0.998415	-4.2120615e-10	1.1189779e-09	0.208	0	0
0	0.9984175	-3.528595e-10	4.5776366e-10	0.209	0	0
0	0.99842	-7.3750817e-10	-4.0372214e-10	0.21	0	0
0	0.9984225	-7.2161355e-10	-5.722046e-10	0.21099998	0	0
0	0.9984249	5.118052e-10	4.736582e-10	0.21199998	0	0
0	0.9984273	-1.2016297e-09	-3.3696493e-10	0.21300001	0	0
0	0.9984299	-3.194809e-10	4.4504803e-11	0.21400002	0	0
0	0.9984323	-2.9881794e-10	-1.7801921e-10	0.21499997	0	0
0	0.9984346	1.1126201e-10	1.1539459e-09	0.216	0	0
0	0.9984371	-2.304713e-10	1.4432271e-09	0.217	0	0
0	0.9984395	-5.2452088e-11	1.9073486e-11	0.218	0	0
0	0.9984419	-2.2761026e-09	-3.4332276e-10	0.21900003	0	0
0	0.99844426	-2.1616618e-10	-5.086263e-11	0.22	0	0
0	0.99844664	-4.1484832e-10	-1.1920929e-09	0.221	0	0
0	0.99844897	-6.11941e-10	-1.2874604e-09	0.222	0	0
0	0.9984515	-7.454554e-10	-7.1843465e-10	0.22299998	0	0
0	0.99845374	-2.559026e-10	1.5894572e-11	0.224	0	0
0	0.99845606	-9.218852e-10	-7.05719e-10	0.225	0	0
0	0.9984583	6.1511995e-10	-4.2597453e-10	0.226	0	0
0	0.9984607	4.5458476e-10	-1.5258789e-10	0.22700003	0	0
0	0.99846315	3.306071e-10	2.6067098e-10	0.228	0	0
0	0.9984654	1.5513102e-09	-1.9613902e-09	0.229	0	0
0	0.9984677	2.6861827e-10	1.9073486e-11	0.23	0	0
0	0.99847	-6.834666e-11	-3.1789144e-12	0.23099998	0	0
0	0.9984722	4.5140583e-10	-1.3669332e-10	0.232	0	0
0	0.9984746	-1.6212463e-10	-1.1237462e-09	0.233	0	0
0	0.99847674	-3.973643e-10	-1.2715658e-10	0.234	0	0
0	0.99847895	-1.3637542e-09	6.0717265e-10	0.235	0	0
0	0.9984813	-8.3446505e-10	-2.9563904e-10	0.23600003	0	0
0	0.99848354	-8.3287555e-10	2.3206075e-10	0.237	0	0
0	0.9984858	-5.086263e-11	7.279714e-10	0.238	0	0
0	0.998488	-3.9100648e-10	6.7392986e-10	0.23899998	0	0
0	0.9984902	-3.5921732e-10	2.485911e-09	0.23999998	0	0
0	0.9984925	-1.6212463e-10	3.7988027e-10	0.241	0	0
0	0.99849457	1.2079875e-10	3.0517577e-10	0.242	0	0
0	0.9984968	6.2465666e-10	4.2438508e-10	0.243	0	0
0	0.998499	8.217494e-10	-1.5894572e-11	0.24400003	0	0
0	0.99850124	-6.389618e-10	-2.9881794e-10	0.245	0	0
0	0.9985033	9.493033e-10	-6.786982e-10	0.246	0	0
0	0.9985054	2.7338665e-10	3.6875408e-10	0.247	0	0
0	0.9985076	-9.473164e-10	6.167094e-10	0.24799998	0	0
0	0.99850976	-3.3696493e-10	9.6639e-10	0.249	0	0
0	0.99851185	-1.5242895e-09	-3.528595e-10	0.25	0	0
0	0.99851406	-7.9631807e-10	4.1643777e-10	0.251	0	0
0	0.99851614	9.552638e-10	2.266566e-09	0.25200003	0	0
0	0.99851835	-1.0172526e-10	3.8146972e-10	0.253	0	0
0	0.99852043	-5.2452087e-10	-1.3160706e-09	0.254	0	0
0	0.9985225	-6.1591465e-10	8.9327495e-10	0.255	0	0
0	0.9985246	1.9073486e-10	1.4241537e-09	0.256	0	0
0	0.9985267	-4.5220058e-10	-1.1459986e-09	0.257	0	0
0	0.9985288	-1.1316935e-09	1.1412302e-09	0.258	0	0
0	0.9985308	1.7770131e-09	6.039937e-11	0.259	0	0
0	0.9985329	2.4636587e-10	-2.6702882e-10	0.26	0	0
0	0.998535	-4.6888987e-10	-6.0081484e-10	0.26100004	0	0
0	0.998537	8.3287555e-10	6.1035155e-10	0.262	0	0
0	0.99853915	-6.834666e-10	1.0140737e-09	0.263	0	0
0	0.99854106	-1.9232432e-10	1.2715657e-09	0.26399997	0	0
0	0.99854314	-1.4940897e-10	-3.0517577e-10	0.265	0	0
0	0.9985451	2.749761e-10	3.115336e-10	0.266	0	0
0	0.9985472	-5.4518384e-10	-6.993612e-10	0.267	0	0
0	0.99854916	-5.785624e-10	1.1348724e-09	0.26800004	0	0
0	0.99855125	-7.7088674e-10	2.6067098e-10	0.26900002	0	0
0	0.9985532	-3.5127004e-10	-1.0681153e-09	0.27000004	0	0
0	0.9985552	-8.5830687e-10	-8.2651774e-10	0.271	0	0
0	0.9985572	-1.2056033e-09	1.1380513e-09	0.27200004	0	0
0	0.9985592	1.8119813e-10	-6.7075095e-10	0.27299997	0	0
0	0.99856126	-3.3696493e-10	-4.1325887e-10	0.27399996	0	0
0	0.9985631	4.561742e-10	-6.7075095e-10	0.275	0	0
0	0.9985651	1.8278758e-10	1.3256073e-09	0.276	0	0
0	0.998567	-9.346008e-10	3.4014383e-10	0.27700004	0	0
0	0.99856895	9.6639e-10	-6.4849853e-10	0.278	0	0
0	0.9985709	5.3246817e-11	-5.1816307e-10	0.279	0	0
0	0.99857295	-3.5762787e-10	-6.7075095e-10	0.28	0	0
0	0.9985748	-2.6226044e-10	-9.822846e-10	0.281	0	0
0	0.99857664	5.1339466e-10	3.814697e-11	0.282	0	0
